Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Delivery Diff,Price (INR)
90.82541836,C066,62.99321574,1.074626866,11/2/2023,2:15:10 PM,11/5/2023,4:29:54 AM,Raiganj,Diwali,3.10990502,989.5734962
91.1698918,C047,63.19597119,1.062498695,6/8/2023,7:19:50 PM,6/10/2023,2:29:42 PM,Saharsa,Anniversary,3.094917023,988.6205685
91.51436524,C033,63.39872665,1.050370525,9/1/2023,1:02:28 PM,9/11/2023,6:33:52 AM,Berhampur,Anniversary,3.079929026,987.6676408
Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Delivery Diff,Price (INR)
91.85883867,C037,63.6014821,1.038242355,2/24/2023,11:48:13 PM,3/5/2023,7:27:10 AM,Bardhaman,Anniversary,3.064941029,986.7147131
92.20331211,C029,63.80423755,1.026114184,7/14/2023,7:12:03 PM,7/19/2023,5:39:00 PM,Bilaspur,Anniversary,3.049953032,985.7617855
92.54778555,C019,64.00699301,1.013986014,11/7/2023,11:30:18 PM,11/13/2023,7:16:17 AM,Jaipur,Diwali,3.034965035,984.8088578
92.89225898,C014,64.20974846,1.001857844,11/9/2023,6:56:33 AM,11/16/2023,10:19:22 AM,Jamalpur,Diwali,3.019977038,983.8559301
93.23673242,C012,64.41250391,0.989729673,7/10/2023,4:44:29 AM,7/19/2023,6:33:23 AM,Guwahati,Birthday,3.004989041,982.9030025
93.58120586,C006,64.61525937,0.977601503,7/17/2023,9:57:56 PM,7/27/2023,10:48:09 AM,Bhavnagar,Birthday,2.990001044,981.9500748
93.9256793,C078,64.81801482,0.965473333,2/11/2023,7:44:48 PM,2/18/2023,11:08:52 AM,Rajkot,Valentine's Day,2.975013047,980.9971471
94.27015273,C095,65.02077027,0.953345162,2/8/2023,12:11:48 PM,2/13/2023,6:51:59 PM,Danapur,Valentine's Day,2.96002505,980.0442195
94.61462617,C040,65.22352573,0.941216992,2/8/2023,8:01:07 AM,2/13/2023,7:42:58 AM,Kottayam,All Occasions,2.945037052,979.0912918
94.95909961,C023,65.42628118,0.929088822,12/13/2023,6:46:45 AM,12/15/2023,1:03:56 PM,Darbhanga,All Occasions,2.930049055,978.1383641
95.30357304,C040,65.62903664,0.916960651,8/20/2023,10:11:35 PM,8/26/2023,7:06:46 PM,Sirsa,Raksha Bandhan,2.915061058,977.1854365
95.64804648,C040,65.83179209,0.904832481,3/6/2023,5:03:06 AM,3/12/2023,6:06:11 AM,Amroha,Holi,2.900073061,976.2325088
95.99251992,C074,66.03454754,0.892704311,3/2/2023,3:30:51 PM,3/6/2023,11:51:40 PM,Jorhat,Holi,2.885085064,975.2795811
96.33699335,C009,66.237303,0.88057614,5/8/2023,1:45:13 AM,5/13/2023,10:07:17 AM,Nanded,Birthday,2.870097067,974.3266534
96.68146679,C029,66.44005845,0.86844797,2/28/2023,1:13:22 PM,3/3/2023,11:35:49 PM,Nandyal,Holi,2.85510907,973.3737258
97.02594023,C065,66.6428139,0.8563198,3/4/2023,3:36:41 PM,3/5/2023,3:54:10 PM,Pudukkottai,Holi,2.840121073,972.4207981
97.37041367,C055,66.84556936,0.844191629,3/2/2023,4:10:26 PM,3/5/2023,3:00:40 PM,Asansol,Holi,2.825133076,971.4678704
97.7148871,C013,67.04832481,0.832063459,2/26/2023,1:04:28 PM,2/28/2023,6:00:20 AM,Jaipur,Holi,2.810145079,970.5149428
98.05936054,C097,67.25108026,0.819935289,11/8/2023,7:20:02 PM,11/14/2023,8:44:45 AM,Morena,Diwali,2.795157082,969.5620151
98.40383398,C054,67.45383572,0.807807118,11/9/2023,1:05:28 AM,11/14/2023,9:49:47 AM,Tenali,Diwali,2.780169085,968.6090874
98.74830741,C054,67.65659117,0.795678948,11/2/2023,7:25:58 PM,11/4/2023,1:28:42 PM,Vellore,Diwali,2.765181088,967.6561598
99.09278085,C020,67.85934662,0.783550778,11/11/2023,5:44:30 PM,11/18/2023,1:49:52 PM,Nangloi Jat,Diwali,2.75019309,966.7032321
99.43725429,C047,68.06210208,0.771422607,4/15/2023,1:37:27 AM,4/25/2023,2:13:27 AM,Amroha,Anniversary,2.735205093,965.7503044
99.78172773,C044,68.26485753,0.759294437,8/20/2023,11:39:51 PM,8/29/2023,11:59:54 PM,Rajkot,Raksha Bandhan,2.720217096,964.7973768
100.1262012,C063,68.46761298,0.747166267,8/22/2023,11:16:28 AM,8/30/2023,7:59:12 AM,Raipur,Raksha Bandhan,2.705229099,963.8444491
100.4706746,C023,68.67036844,0.735038096,8/29/2023,7:55:22 PM,9/7/2023,4:22:02 AM,Hospet,Raksha Bandhan,2.690241102,962.8915214
100.815148,C045,68.87312389,0.722909926,8/20/2023,8:25:45 AM,8/27/2023,5:59:31 AM,Kozhikode,Raksha Bandhan,2.675253105,961.9385937
101.1596215,C013,69.07587934,0.710781756,8/20/2023,4:32:06 PM,8/28/2023,1:31:32 PM,Karnal,Raksha Bandhan,2.660265108,960.9856661
101.5040949,C099,69.2786348,0.698653585,2/26/2023,12:17:26 AM,3/8/2023,8:47:43 PM,Ambala,Anniversary,2.645277111,960.0327384
101.8485683,C064,69.48139025,0.686525415,9/22/2023,1:06:22 AM,10/1/2023,2:29:16 PM,Kollam,Birthday,2.630289114,959.0798107
102.1930418,C036,69.68414571,0.674397245,3/15/2023,9:23:49 AM,3/19/2023,4:46:40 PM,Agartala,Birthday,2.615301117,958.1268831
102.5375152,C047,69.88690116,0.662269074,7/6/2023,5:28:21 PM,7/14/2023,9:11:01 PM,Thrissur,Birthday,2.60031312,957.1739554
102.8819887,C065,70.08965661,0.650140904,3/2/2023,8:14:55 PM,3/3/2023,11:19:47 PM,Belgaum,Holi,2.585325123,956.2210277
103.2264621,C097,70.29241207,0.638012734,7/12/2023,8:28:56 AM,7/20/2023,11:34:57 PM,Karnal,Birthday,2.570337126,955.2681001
103.5709355,C041,70.49516752,0.625884563,5/5/2023,5:28:33 AM,5/6/2023,12:12:24 PM,Ludhiana,Anniversary,2.555349128,954.3151724
103.915409,C091,70.69792297,0.613756393,9/2/2023,7:21:41 PM,9/8/2023,9:30:02 AM,Hyderabad,Anniversary,2.540361131,953.3622447
104.2598824,C024,70.90067843,0.601628223,2/24/2023,4:47:16 PM,3/4/2023,2:27:37 AM,Gandhidham,Anniversary,2.525373134,952.4093171
104.6043558,C013,71.10343388,0.589500052,2/16/2023,3:06:11 PM,2/20/2023,10:14:21 PM,Khammam,Anniversary,2.510385137,951.4563894
104.9488293,C042,71.30618933,0.577371882,11/8/2023,3:46:06 AM,11/15/2023,12:08:02 PM,Bilaspur,Diwali,2.49539714,950.5034617
105.2933027,C056,71.50894479,0.565243712,11/4/2023,11:31:33 AM,11/13/2023,6:40:13 PM,Kota,Diwali,2.480409143,949.550534
105.6377762,C069,71.71170024,0.553115541,8/26/2023,2:52:39 AM,8/30/2023,1:26:45 PM,Pune,Raksha Bandhan,2.465421146,948.5976064
105.9822496,C071,71.91445569,0.540987371,10/1/2023,10:58:15 PM,10/5/2023,5:36:46 AM,Tirupati,Anniversary,2.450433149,947.6446787
106.326723,C037,72.11721115,0.528859201,9/28/2023,4:21:09 AM,10/3/2023,11:44:33 AM,Vijayanagaram,Anniversary,2.435445152,946.691751
106.6711965,C072,72.3199666,0.51673103,12/10/2023,10:46:15 AM,12/11/2023,12:20:29 AM,Moradabad,Anniversary,2.420457155,945.7388234
107.0156699,C044,72.52272205,0.50460286,1/13/2023,9:23:33 AM,1/15/2023,1:36:58 PM,Bulandshahr,Anniversary,2.405469158,944.7858957
107.3601433,C072,72.72547751,0.492474689,3/7/2023,7:59:48 AM,3/8/2023,3:04:34 AM,Vijayanagaram,Holi,2.390481161,943.832968
107.7046168,C096,72.92823296,0.480346519,2/10/2023,11:01:04 AM,2/15/2023,9:19:36 PM,Katni,Valentine's Day,2.375493164,942.8800404
108.0490902,C011,73.13098841,0.468218349,2/11/2023,2:36:57 PM,2/14/2023,1:34:16 AM,Madurai,Valentine's Day,2.360505166,941.9271127
108.3935637,C090,73.33374387,0.456090178,2/9/2023,11:20:52 AM,2/12/2023,11:36:26 AM,Bathinda,Birthday,2.345517169,940.974185
108.7380371,C059,73.53649932,0.443962008,4/18/2023,3:21:11 AM,4/23/2023,8:02:45 AM,Guna,All Occasions,2.330529172,940.0212573
109.0825105,C018,73.73925478,0.431833838,7/25/2023,5:10:42 AM,8/3/2023,7:57:35 AM,Durg,All Occasions,2.315541175,939.0683297
109.426984,C088,73.94201023,0.419705667,5/5/2023,3:25:25 AM,5/10/2023,7:55:04 AM,Guwahati,All Occasions,2.300553178,938.115402
109.7714574,C056,74.14476568,0.407577497,6/25/2023,6:22:38 AM,6/26/2023,3:40:04 PM,Munger,All Occasions,2.285565181,937.1624743
110.1159308,C091,74.34752114,0.395449327,7/21/2023,10:46:57 AM,7/24/2023,2:28:42 PM,Panipat,Anniversary,2.270577184,936.2095467
110.4604043,C059,74.55027659,0.383321156,4/13/2023,9:55:01 AM,4/23/2023,2:30:59 PM,Ratlam,Anniversary,2.255589187,935.256619
110.8048777,C015,74.75303204,0.371192986,6/12/2023,2:48:39 AM,6/15/2023,10:05:41 PM,Chittoor,Anniversary,2.24060119,934.3036913
111.1493511,C050,74.9557875,0.359064816,8/25/2023,10:43:58 PM,8/31/2023,9:31:14 PM,Ahmedabad,Raksha Bandhan,2.225613193,933.3507637
111.4938246,C080,75.15854295,0.346936645,2/26/2023,12:08:38 AM,3/7/2023,5:18:28 PM,Faridabad,Holi,2.210625196,932.397836
111.838298,C090,75.3612984,0.334808475,2/26/2023,8:00:15 AM,3/6/2023,12:27:32 PM,Ahmedabad,Holi,2.195637199,931.4449083
112.1827715,C017,75.56405386,0.322680305,2/26/2023,9:00:44 PM,2/27/2023,6:25:58 AM,Munger,Holi,2.180649202,930.4919807
112.5272449,C029,75.76680931,0.310552134,3/4/2023,10:28:53 AM,3/14/2023,8:14:49 AM,New Delhi,Holi,2.165661204,929.539053
112.8717183,C077,75.96956476,0.298423964,1/6/2023,2:51:30 AM,1/15/2023,8:26:18 AM,Amravati,Birthday,2.150673207,928.5861253
113.2161918,C067,76.17232022,0.286295794,11/11/2023,12:30:28 PM,11/14/2023,12:24:51 PM,Indore,Diwali,2.13568521,927.6331976
113.5606652,C066,76.37507567,0.274167623,11/2/2023,2:15:10 PM,11/5/2023,4:29:54 AM,Raiganj,Diwali,2.120697213,926.68027
113.9051386,C047,76.57783112,0.262039453,6/8/2023,7:19:50 PM,6/10/2023,2:29:42 PM,Saharsa,Anniversary,2.105709216,925.7273423
114.2496121,C033,76.78058658,0.249911283,9/1/2023,1:02:28 PM,9/11/2023,6:33:52 AM,Berhampur,Anniversary,2.090721219,924.7744146
Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Delivery Diff,Price (INR)
114.5940855,C037,76.98334203,0.237783112,2/24/2023,11:48:13 PM,3/5/2023,7:27:10 AM,Bardhaman,Anniversary,2.075733222,923.821487
114.938559,C029,77.18609748,0.225654942,7/14/2023,7:12:03 PM,7/19/2023,5:39:00 PM,Bilaspur,Anniversary,2.060745225,922.8685593
115.2830324,C019,77.38885294,0.213526772,11/7/2023,11:30:18 PM,11/13/2023,7:16:17 AM,Jaipur,Diwali,2.045757228,921.9156316
115.6275058,C014,77.59160839,0.201398601,11/9/2023,6:56:33 AM,11/16/2023,10:19:22 AM,Jamalpur,Diwali,2.030769231,920.962704
115.9719793,C012,77.79436385,0.189270431,7/10/2023,4:44:29 AM,7/19/2023,6:33:23 AM,Guwahati,Birthday,2.015781234,920.0097763
116.3164527,C006,77.9971193,0.177142261,7/17/2023,9:57:56 PM,7/27/2023,10:48:09 AM,Bhavnagar,Birthday,2.000793237,919.0568486
116.6609261,C078,78.19987475,0.16501409,2/11/2023,7:44:48 PM,2/18/2023,11:08:52 AM,Rajkot,Valentine's Day,1.98580524,918.103921
117.0053996,C095,78.40263021,0.15288592,2/8/2023,12:11:48 PM,2/13/2023,6:51:59 PM,Danapur,Valentine's Day,1.970817242,917.1509933
117.349873,C040,78.60538566,0.14075775,2/8/2023,8:01:07 AM,2/13/2023,7:42:58 AM,Kottayam,All Occasions,1.955829245,916.1980656
117.6943464,C023,78.80814111,0.128629579,12/13/2023,6:46:45 AM,12/15/2023,1:03:56 PM,Darbhanga,All Occasions,1.940841248,915.2451379
118.0388199,C040,79.01089657,0.116501409,8/20/2023,10:11:35 PM,8/26/2023,7:06:46 PM,Sirsa,Raksha Bandhan,1.925853251,914.2922103
118.3832933,C040,79.21365202,0.104373239,3/6/2023,5:03:06 AM,3/12/2023,6:06:11 AM,Amroha,Holi,1.910865254,913.3392826
118.7277668,C074,79.41640747,0.092245068,3/2/2023,3:30:51 PM,3/6/2023,11:51:40 PM,Jorhat,Holi,1.895877257,912.3863549
119.0722402,C009,79.61916293,0.080116898,5/8/2023,1:45:13 AM,5/13/2023,10:07:17 AM,Nanded,Birthday,1.88088926,911.4334273
119.4167136,C029,79.82191838,0.067988728,2/28/2023,1:13:22 PM,3/3/2023,11:35:49 PM,Nandyal,Holi,1.865901263,910.4804996
119.7611871,C065,80.02467383,0.055860557,3/4/2023,3:36:41 PM,3/5/2023,3:54:10 PM,Pudukkottai,Holi,1.850913266,909.5275719
120.1056605,C055,80.22742929,0.043732387,3/2/2023,4:10:26 PM,3/5/2023,3:00:40 PM,Asansol,Holi,1.835925269,908.5746443
120.4501339,C013,80.43018474,0.031604217,2/26/2023,1:04:28 PM,2/28/2023,6:00:20 AM,Jaipur,Holi,1.820937272,907.6217166
120.7946074,C097,80.63294019,0.019476046,11/8/2023,7:20:02 PM,11/14/2023,8:44:45 AM,Morena,Diwali,1.805949275,906.6687889
121.1390808,C054,80.83569565,0.007347876,11/9/2023,1:05:28 AM,11/14/2023,9:49:47 AM,Tenali,Diwali,1.790961278,905.7158613
121.4835543,C054,81.0384511,-0.004780294,11/2/2023,7:25:58 PM,11/4/2023,1:28:42 PM,Vellore,Diwali,1.77597328,904.7629336
121.8280277,C020,81.24120655,-0.016908465,11/11/2023,5:44:30 PM,11/18/2023,1:49:52 PM,Nangloi Jat,Diwali,1.760985283,903.8100059
122.1725011,C047,81.44396201,-0.029036635,4/15/2023,1:37:27 AM,4/25/2023,2:13:27 AM,Amroha,Anniversary,1.745997286,902.8570782
122.5169746,C044,81.64671746,-0.041164805,8/20/2023,11:39:51 PM,8/29/2023,11:59:54 PM,Rajkot,Raksha Bandhan,1.731009289,901.9041506
122.861448,C063,81.84947292,-0.053292976,8/22/2023,11:16:28 AM,8/30/2023,7:59:12 AM,Raipur,Raksha Bandhan,1.716021292,900.9512229
123.2059214,C023,82.05222837,-0.065421146,8/29/2023,7:55:22 PM,9/7/2023,4:22:02 AM,Hospet,Raksha Bandhan,1.701033295,899.9982952
123.5503949,C045,82.25498382,-0.077549316,8/20/2023,8:25:45 AM,8/27/2023,5:59:31 AM,Kozhikode,Raksha Bandhan,1.686045298,899.0453676
123.8948683,C013,82.45773928,-0.089677487,8/20/2023,4:32:06 PM,8/28/2023,1:31:32 PM,Karnal,Raksha Bandhan,1.671057301,898.0924399
124.2393418,C099,82.66049473,-0.101805657,2/26/2023,12:17:26 AM,3/8/2023,8:47:43 PM,Ambala,Anniversary,1.656069304,897.1395122
124.5838152,C064,82.86325018,-0.113933827,9/22/2023,1:06:22 AM,10/1/2023,2:29:16 PM,Kollam,Birthday,1.641081307,896.1865846
124.9282886,C036,83.06600564,-0.126061998,3/15/2023,9:23:49 AM,3/19/2023,4:46:40 PM,Agartala,Birthday,1.62609331,895.2336569
125.2727621,C047,83.26876109,-0.138190168,7/6/2023,5:28:21 PM,7/14/2023,9:11:01 PM,Thrissur,Birthday,1.611105313,894.2807292
125.6172355,C065,83.47151654,-0.150318338,3/2/2023,8:14:55 PM,3/3/2023,11:19:47 PM,Belgaum,Holi,1.596117316,893.3278016
125.9617089,C097,83.674272,-0.162446509,7/12/2023,8:28:56 AM,7/20/2023,11:34:57 PM,Karnal,Birthday,1.581129318,892.3748739
126.3061824,C041,83.87702745,-0.174574679,5/5/2023,5:28:33 AM,5/6/2023,12:12:24 PM,Ludhiana,Anniversary,1.566141321,891.4219462
126.6506558,C091,84.0797829,-0.186702849,9/2/2023,7:21:41 PM,9/8/2023,9:30:02 AM,Hyderabad,Anniversary,1.551153324,890.4690185
126.9951292,C024,84.28253836,-0.19883102,2/24/2023,4:47:16 PM,3/4/2023,2:27:37 AM,Gandhidham,Anniversary,1.536165327,889.5160909
127.3396027,C013,84.48529381,-0.21095919,2/16/2023,3:06:11 PM,2/20/2023,10:14:21 PM,Khammam,Anniversary,1.52117733,888.5631632
127.6840761,C042,84.68804926,-0.22308736,11/8/2023,3:46:06 AM,11/15/2023,12:08:02 PM,Bilaspur,Diwali,1.506189333,887.6102355
128.0285496,C056,84.89080472,-0.235215531,11/4/2023,11:31:33 AM,11/13/2023,6:40:13 PM,Kota,Diwali,1.491201336,886.6573079
128.373023,C069,85.09356017,-0.247343701,8/26/2023,2:52:39 AM,8/30/2023,1:26:45 PM,Pune,Raksha Bandhan,1.476213339,885.7043802
128.7174964,C071,85.29631562,-0.259471871,10/1/2023,10:58:15 PM,10/5/2023,5:36:46 AM,Tirupati,Anniversary,1.461225342,884.7514525
129.0619699,C037,85.49907108,-0.271600042,9/28/2023,4:21:09 AM,10/3/2023,11:44:33 AM,Vijayanagaram,Anniversary,1.446237345,883.7985249
129.4064433,C072,85.70182653,-0.283728212,12/10/2023,10:46:15 AM,12/11/2023,12:20:29 AM,Moradabad,Anniversary,1.431249348,882.8455972
129.7509167,C044,85.90458199,-0.295856382,1/13/2023,9:23:33 AM,1/15/2023,1:36:58 PM,Bulandshahr,Anniversary,1.416261351,881.8926695
130.0953902,C072,86.10733744,-0.307984553,3/7/2023,7:59:48 AM,3/8/2023,3:04:34 AM,Vijayanagaram,Holi,1.401273354,880.9397419
130.4398636,C096,86.31009289,-0.320112723,2/10/2023,11:01:04 AM,2/15/2023,9:19:36 PM,Katni,Valentine's Day,1.386285356,879.9868142
130.7843371,C011,86.51284835,-0.332240893,2/11/2023,2:36:57 PM,2/14/2023,1:34:16 AM,Madurai,Valentine's Day,1.371297359,879.0338865
131.1288105,C090,86.7156038,-0.344369064,2/9/2023,11:20:52 AM,2/12/2023,11:36:26 AM,Bathinda,Birthday,1.356309362,878.0809588
131.4732839,C059,86.91835925,-0.356497234,4/18/2023,3:21:11 AM,4/23/2023,8:02:45 AM,Guna,All Occasions,1.341321365,877.1280312
131.8177574,C018,87.12111471,-0.368625404,7/25/2023,5:10:42 AM,8/3/2023,7:57:35 AM,Durg,All Occasions,1.326333368,876.1751035
132.1622308,C088,87.32387016,-0.380753575,5/5/2023,3:25:25 AM,5/10/2023,7:55:04 AM,Guwahati,All Occasions,1.311345371,875.2221758
132.5067042,C056,87.52662561,-0.392881745,6/25/2023,6:22:38 AM,6/26/2023,3:40:04 PM,Munger,All Occasions,1.296357374,874.2692482
132.8511777,C091,87.72938107,-0.405009915,7/21/2023,10:46:57 AM,7/24/2023,2:28:42 PM,Panipat,Anniversary,1.281369377,873.3163205
133.1956511,C059,87.93213652,-0.417138086,4/13/2023,9:55:01 AM,4/23/2023,2:30:59 PM,Ratlam,Anniversary,1.26638138,872.3633928
133.5401246,C015,88.13489197,-0.429266256,6/12/2023,2:48:39 AM,6/15/2023,10:05:41 PM,Chittoor,Anniversary,1.251393383,871.4104652
133.884598,C050,88.33764743,-0.441394426,8/25/2023,10:43:58 PM,8/31/2023,9:31:14 PM,Ahmedabad,Raksha Bandhan,1.236405386,870.4575375
134.2290714,C080,88.54040288,-0.453522597,2/26/2023,12:08:38 AM,3/7/2023,5:18:28 PM,Faridabad,Holi,1.221417389,869.5046098
134.5735449,C090,88.74315833,-0.465650767,2/26/2023,8:00:15 AM,3/6/2023,12:27:32 PM,Ahmedabad,Holi,1.206429392,868.5516821
134.9180183,C017,88.94591379,-0.477778937,2/26/2023,9:00:44 PM,2/27/2023,6:25:58 AM,Munger,Holi,1.191441394,867.5987545
135.2624917,C029,89.14866924,-0.489907108,3/4/2023,10:28:53 AM,3/14/2023,8:14:49 AM,New Delhi,Holi,1.176453397,866.6458268
135.6069652,C077,89.35142469,-0.502035278,1/6/2023,2:51:30 AM,1/15/2023,8:26:18 AM,Amravati,Birthday,1.1614654,865.6928991
135.9514386,C067,89.55418015,-0.514163448,11/11/2023,12:30:28 PM,11/14/2023,12:24:51 PM,Indore,Diwali,1.146477403,864.7399715
136.295912,C066,89.7569356,-0.526291619,11/2/2023,2:15:10 PM,11/5/2023,4:29:54 AM,Raiganj,Diwali,1.131489406,863.7870438
136.6403855,C047,89.95969106,-0.538419789,6/8/2023,7:19:50 PM,6/10/2023,2:29:42 PM,Saharsa,Anniversary,1.116501409,862.8341161
136.9848589,C033,90.16244651,-0.55054796,9/1/2023,1:02:28 PM,9/11/2023,6:33:52 AM,Berhampur,Anniversary,1.101513412,861.8811885
Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Delivery Diff,Price (INR)
137.3293324,C037,90.36520196,-0.56267613,2/24/2023,11:48:13 PM,3/5/2023,7:27:10 AM,Bardhaman,Anniversary,1.086525415,860.9282608
137.6738058,C029,90.56795742,-0.5748043,7/14/2023,7:12:03 PM,7/19/2023,5:39:00 PM,Bilaspur,Anniversary,1.071537418,859.9753331
138.0182792,C019,90.77071287,-0.586932471,11/7/2023,11:30:18 PM,11/13/2023,7:16:17 AM,Jaipur,Diwali,1.056549421,859.0224055
138.3627527,C014,90.97346832,-0.599060641,11/9/2023,6:56:33 AM,11/16/2023,10:19:22 AM,Jamalpur,Diwali,1.041561424,858.0694778
138.7072261,C012,91.17622378,-0.611188811,7/10/2023,4:44:29 AM,7/19/2023,6:33:23 AM,Guwahati,Birthday,1.026573427,857.1165501
139.0516995,C006,91.37897923,-0.623316982,7/17/2023,9:57:56 PM,7/27/2023,10:48:09 AM,Bhavnagar,Birthday,1.011585429,856.1636224
139.396173,C078,91.58173468,-0.635445152,2/11/2023,7:44:48 PM,2/18/2023,11:08:52 AM,Rajkot,Valentine's Day,0.996597432,855.2106948
139.7406464,C095,91.78449014,-0.647573322,2/8/2023,12:11:48 PM,2/13/2023,6:51:59 PM,Danapur,Valentine's Day,0.981609435,854.2577671
140.0851199,C040,91.98724559,-0.659701493,2/8/2023,8:01:07 AM,2/13/2023,7:42:58 AM,Kottayam,All Occasions,0.966621438,853.3048394
140.4295933,C023,92.19000104,-0.671829663,12/13/2023,6:46:45 AM,12/15/2023,1:03:56 PM,Darbhanga,All Occasions,0.951633441,852.3519118
140.7740667,C040,92.3927565,-0.683957833,8/20/2023,10:11:35 PM,8/26/2023,7:06:46 PM,Sirsa,Raksha Bandhan,0.936645444,851.3989841
141.1185402,C040,92.59551195,-0.696086004,3/6/2023,5:03:06 AM,3/12/2023,6:06:11 AM,Amroha,Holi,0.921657447,850.4460564
141.4630136,C074,92.7982674,-0.708214174,3/2/2023,3:30:51 PM,3/6/2023,11:51:40 PM,Jorhat,Holi,0.90666945,849.4931288
141.807487,C009,93.00102286,-0.720342344,5/8/2023,1:45:13 AM,5/13/2023,10:07:17 AM,Nanded,Birthday,0.891681453,848.5402011
142.1519605,C029,93.20377831,-0.732470515,2/28/2023,1:13:22 PM,3/3/2023,11:35:49 PM,Nandyal,Holi,0.876693456,847.5872734
142.4964339,C065,93.40653376,-0.744598685,3/4/2023,3:36:41 PM,3/5/2023,3:54:10 PM,Pudukkottai,Holi,0.861705459,846.6343458
142.8409074,C055,93.60928922,-0.756726855,3/2/2023,4:10:26 PM,3/5/2023,3:00:40 PM,Asansol,Holi,0.846717462,845.6814181
143.1853808,C013,93.81204467,-0.768855026,2/26/2023,1:04:28 PM,2/28/2023,6:00:20 AM,Jaipur,Holi,0.831729465,844.7284904
143.5298542,C097,94.01480013,-0.780983196,11/8/2023,7:20:02 PM,11/14/2023,8:44:45 AM,Morena,Diwali,0.816741467,843.7755627
143.8743277,C054,94.21755558,-0.793111366,11/9/2023,1:05:28 AM,11/14/2023,9:49:47 AM,Tenali,Diwali,0.80175347,842.8226351
144.2188011,C054,94.42031103,-0.805239537,11/2/2023,7:25:58 PM,11/4/2023,1:28:42 PM,Vellore,Diwali,0.786765473,841.8697074
144.5632745,C020,94.62306649,-0.817367707,11/11/2023,5:44:30 PM,11/18/2023,1:49:52 PM,Nangloi Jat,Diwali,0.771777476,840.9167797
144.907748,C047,94.82582194,-0.829495877,4/15/2023,1:37:27 AM,4/25/2023,2:13:27 AM,Amroha,Anniversary,0.756789479,839.9638521
145.2522214,C044,95.02857739,-0.841624048,8/20/2023,11:39:51 PM,8/29/2023,11:59:54 PM,Rajkot,Raksha Bandhan,0.741801482,839.0109244
145.5966948,C063,95.23133285,-0.853752218,8/22/2023,11:16:28 AM,8/30/2023,7:59:12 AM,Raipur,Raksha Bandhan,0.726813485,838.0579967
145.9411683,C023,95.4340883,-0.865880388,8/29/2023,7:55:22 PM,9/7/2023,4:22:02 AM,Hospet,Raksha Bandhan,0.711825488,837.1050691
146.2856417,C045,95.63684375,-0.878008559,8/20/2023,8:25:45 AM,8/27/2023,5:59:31 AM,Kozhikode,Raksha Bandhan,0.696837491,836.1521414
146.6301152,C013,95.83959921,-0.890136729,8/20/2023,4:32:06 PM,8/28/2023,1:31:32 PM,Karnal,Raksha Bandhan,0.681849494,835.1992137
146.9745886,C099,96.04235466,-0.902264899,2/26/2023,12:17:26 AM,3/8/2023,8:47:43 PM,Ambala,Anniversary,0.666861497,834.2462861
147.319062,C064,96.24511011,-0.91439307,9/22/2023,1:06:22 AM,10/1/2023,2:29:16 PM,Kollam,Birthday,0.6518735,833.2933584
147.6635355,C036,96.44786557,-0.92652124,3/15/2023,9:23:49 AM,3/19/2023,4:46:40 PM,Agartala,Birthday,0.636885503,832.3404307
148.0080089,C047,96.65062102,-0.93864941,7/6/2023,5:28:21 PM,7/14/2023,9:11:01 PM,Thrissur,Birthday,0.621897505,831.387503
148.3524823,C065,96.85337647,-0.950777581,3/2/2023,8:14:55 PM,3/3/2023,11:19:47 PM,Belgaum,Holi,0.606909508,830.4345754
148.6969558,C097,97.05613193,-0.962905751,7/12/2023,8:28:56 AM,7/20/2023,11:34:57 PM,Karnal,Birthday,0.591921511,829.4816477
149.0414292,C041,97.25888738,-0.975033921,5/5/2023,5:28:33 AM,5/6/2023,12:12:24 PM,Ludhiana,Anniversary,0.576933514,828.52872
149.3859027,C091,97.46164283,-0.987162092,9/2/2023,7:21:41 PM,9/8/2023,9:30:02 AM,Hyderabad,Anniversary,0.561945517,827.5757924
149.7303761,C024,97.66439829,-0.999290262,2/24/2023,4:47:16 PM,3/4/2023,2:27:37 AM,Gandhidham,Anniversary,0.54695752,826.6228647
150.0748495,C013,97.86715374,-1.011418432,2/16/2023,3:06:11 PM,2/20/2023,10:14:21 PM,Khammam,Anniversary,0.531969523,825.669937
150.419323,C042,98.0699092,-1.023546603,11/8/2023,3:46:06 AM,11/15/2023,12:08:02 PM,Bilaspur,Diwali,0.516981526,824.7170094
150.7637964,C056,98.27266465,-1.035674773,11/4/2023,11:31:33 AM,11/13/2023,6:40:13 PM,Kota,Diwali,0.501993529,823.7640817
151.1082698,C069,98.4754201,-1.047802943,8/26/2023,2:52:39 AM,8/30/2023,1:26:45 PM,Pune,Raksha Bandhan,0.487005532,822.811154
151.4527433,C071,98.67817556,-1.059931114,10/1/2023,10:58:15 PM,10/5/2023,5:36:46 AM,Tirupati,Anniversary,0.472017535,821.8582264
